,규모,면적,신축년도,용도지역,주소
1433,지상5/지하0,849㎡,1981년 06월 18일,2종일주,광주광역시 서구 농성동 471
1434,지상5/지하0,687㎡,1982년 08월 13일,2종일주,광주광역시 서구 농성동 470-2
1435,지상5/지하0,789㎡,1982년 08월 09일,2종일주,광주광역시 서구 농성동 470
1436,지상8/지하1,"1,310㎡",1979년 06월 19일,3종일주,광주광역시 서구 농성동 125-4
1437,지상5/지하0,"3,483㎡",1980년 10월 06일,2종일주,광주광역시 서구 농성동 380-5
1438,지상10/지하1,"6,868.4㎡",2017년 12월 21일,2종일주,광주광역시 서구 농성동 700
1439,,,,,광주광역시 동구 용산동 669
1440,지상22/지하2,"6,605㎡",1991년 04월 16일,3종일주,광주광역시 동구 용산동 177
1441,지상15/지하1,"4,384㎡",1991년 10월 26일,3종일주,광주광역시 동구 용산동 147-1
1442,지상20/지하1,"3,911㎡",1997년 04월 23일,3종일주,광주광역시 동구 용산동 636-31
1443,지상5/지하0,844㎡,1981년 12월 30일,2종일주,광주광역시 동구 용산동 636-138
1444,지상5/지하0,"1,804㎡",1981년 12월 28일,2종일주,광주광역시 동구 용산동 636-137
1445,지상5/지하1,"3,560㎡",1983년 12월 23일,2종일주,광주광역시 동구 계림동 191-1
1446,지상10/지하1,496㎡,2018년 10월 29일,일반상업,광주광역시 동구 계림동 175-7
1447,지상20/지하1,"44,309.8㎡",2002년 09월 23일,3종일주,광주광역시 서구 내방동 848
1448,지상1/지하0,"7,404㎡",1993년 08월 11일,3종일주,광주광역시 동구 소태동 480-2
1449,지상16/지하1,"4,552㎡",1993년 08월 11일,3종일주,광주광역시 동구 소태동 440
1450,지상12/지하1,"2,158㎡",1998년 11월 27일,2종일주,광주광역시 동구 소태동 615-1
1451,지상15/지하1,"2,174㎡",1990년 03월 10일,3종일주,광주광역시 동구 소태동 911
1452,지상5/지하0,"3,327㎡",1983년 11월 07일,2종일주,광주광역시 동구 소태동 618
1453,지상5/지하1,693㎡,1982년 05월 19일,2종일주,광주광역시 동구 소태동 717-5
1454,지상5/지하0,"5,341㎡",1979년 09월 17일,2종일주,광주광역시 동구 소태동 717-1
1455,지상5/지하0,430㎡,1983년 06월 11일,2종일주,광주광역시 동구 소태동 709-2
1456,지상5/지하0,847㎡,1983년 06월 08일,2종일주,광주광역시 동구 소태동 709
1457,지상5/지하0,621㎡,1983년 06월 11일,2종일주,광주광역시 동구 소태동 700-2
1458,지상6/지하1,"1,252㎡",1990년 11월 03일,1종일주,광주광역시 동구 소태동 698-23
1459,지상10/지하1,883㎡,2012년 06월 11일,준주거,광주광역시 동구 소태동 690
1460,지상12/지하1,"1,887㎡",1986년 01월 28일,2종일주,광주광역시 동구 소태동 560-11
1461,지상14/지하2,"7,302㎡",2003년 10월 30일,3종일주,광주광역시 동구 소태동 443
1462,지상6/지하0,805㎡,1991년 02월 05일,3종일주,광주광역시 동구 소태동 206
1463,지상15/지하1,"7,226㎡",1996년 07월 30일,3종일주,광주광역시 서구 양동 321-20
1464,지상18/지하1,"2,895㎡",1994년 03월 31일,2종일주,광주광역시 서구 양동 420-5
1465,지상2/지하0,"1,794㎡",1992년 02월 19일,2종일주,광주광역시 서구 양동 439-116
1466,지상20/지하1,"36,513.6㎡",2000년 04월 11일,3종일주,광주광역시 서구 유촌동 864
1467,지상18/지하1,518㎡,1997년 02월 12일,3종일주,광주광역시 동구 운림동 567-1
1468,지상1/지하0,"2,581㎡",1992년 05월 23일,3종일주,광주광역시 동구 운림동 597
1469,지상2/지하0,613㎡,1995년 02월 18일,3종일주,광주광역시 동구 운림동 588
1470,지상9/지하1,"2,782㎡",1994년 03월 09일,2종일주,광주광역시 동구 운림동 628
1471,지상6/지하1,"1,334㎡",1989년 09월 29일,2종일주,광주광역시 동구 동명동 207-88
1472,지상13/지하1,"7,497㎡",1999년 12월 22일,3종일주,광주광역시 서구 내방동 475-1
1473,지상5/지하0,"3,662㎡",1982년 12월 18일,2종일주,광주광역시 서구 내방동 311
1474,지상5/지하1,"1,692.7㎡",1979년 12월 08일,준주거,광주광역시 서구 내방동 841-9
1475,지상5/지하0,"4,494㎡",1984년 06월 30일,2종일주,광주광역시 서구 내방동 590-3
1476,지상2/지하1,"12,088㎡",2000년 07월 28일,3종일주,광주광역시 서구 내방동 385-1
1477,지상5/지하0,"4,192㎡",1983년 06월 11일,2종일주,광주광역시 동구 지산동 315-24
1478,지상5/지하1,"1,314㎡",1983년 08월 03일,2종일주,광주광역시 동구 지산동 513
1479,지상5/지하1,"1,065㎡",1981년 05월 30일,2종일주,광주광역시 동구 지산동 316-7
1480,지상4/지하1,423㎡,1982년 11월 29일,2종일주,광주광역시 동구 지산동 316-1
1481,지상5/지하1,634㎡,1982년 04월 01일,2종일주,광주광역시 동구 지산동 315
1482,지상9/지하1,"2,577㎡",2000년 03월 11일,2종일주,광주광역시 동구 지산동 198-13
1483,지상1/지하0,"4,389㎡",2005년 01월 03일,2종일주,광주광역시 동구 지산동 187-1
1484,지상5/지하0,"1,368㎡",1983년 02월 25일,3종일주,광주광역시 서구 광천동 653-6
1485,지상5/지하1,"2,514㎡",1979년 09월 17일,일반상업,광주광역시 서구 광천동 60-18
1486,지상18/지하1,"41,066.9㎡",1999년 07월 07일,3종일주,광주광역시 서구 유촌동 871
1487,지상15/지하2,"1,097.4㎡",2014년 07월 02일,중심상업,광주광역시 동구 충장로4가 14
1488,지상15/지하1,"1,191.1㎡",2014년 03월 31일,중심상업,광주광역시 동구 금남로5가 154-1
1489,,814.6㎡,,중심상업,광주광역시 동구 대인동 148-1
1490,지상9/지하0,"2,144.5㎡",2011년 12월 19일,중심상업,광주광역시 동구 수기동 22
1491,지상8/지하1,704.8㎡,2016년 02월 12일,중심상업,광주광역시 동구 수기동 43
1492,지상15/지하1,"2,586㎡",2005년 04월 29일,2종일주,광주광역시 서구 유촌동 820-2
1493,지상1/지하0,"22,824.7㎡",,3종일주,광주광역시 서구 화정동 859-1
1494,지상12/지하1,"9,189㎡",1981년 12월 08일,3종일주,광주광역시 서구 화정동 178-8
1495,지상12/지하1,"14,819.7㎡",1979년 07월 14일,3종일주,광주광역시 서구 화정동 131-4
1496,지상1/지하1,"15,776.9㎡",1987년 11월 24일,3종일주,광주광역시 서구 화정동 858-1
1497,지상11/지하1,"16,334.5㎡",1993년 10월 23일,3종일주,광주광역시 서구 화정동 928-1
1498,지상10/지하1,"18,279㎡",1985년 10월 31일,3종일주,광주광역시 서구 화정동 858-2
1499,,,,,광주광역시 서구 화정동 1708
1500,지상13/지하1,"13,858.1㎡",1989년 11월 15일,3종일주,광주광역시 서구 화정동 858-3
1501,지상15/지하1,"2,885㎡",2013년 08월 02일,일반상업,광주광역시 서구 화정동 23-37
1502,지상6/지하1,"12,556.9㎡",1985년 06월 15일,3종일주,광주광역시 서구 화정동 858-4
1503,지상5/지하0,"13,424.1㎡",1983년 12월 16일,2종일주,광주광역시 서구 화정동 830
1504,지상1/지하0,"4,031㎡",2013년 09월 17일,3종일주,광주광역시 서구 화정동 1023
1505,지상15/지하1,"4,014㎡",2003년 09월 19일,3종일주,광주광역시 서구 화정동 1295
1506,지상5/지하1,"2,918㎡",1983년 06월 10일,2종일주,광주광역시 서구 화정동 367-39
1507,지상5/지하1,"2,952㎡",1982년 02월 22일,2종일주,광주광역시 서구 화정동 367-17
1508,지상10/지하1,"5,479㎡",1996년 01월 15일,3종일주,광주광역시 서구 화정동 532-12
1509,지상12/지하1,"1,107㎡",2013년 03월 28일,준주거,광주광역시 서구 화정동 179-24
1510,지상1/지하0,"6,424㎡",1995년 08월 22일,3종일주,광주광역시 서구 화정동 1020
1511,지상5/지하1,"1,353.5㎡",1979년 06월 12일,2종일주,광주광역시 서구 화정동 747-22
1512,지상5/지하1,"1,353.4㎡",1979년 06월 12일,2종일주,광주광역시 서구 화정동 747-1
1513,지상5/지하1,"18,759㎡",1997년 07월 29일,1종일주,광주광역시 서구 화정동 366-1
1514,지상5/지하1,"2,399㎡",1983년 04월 23일,2종일주,광주광역시 서구 화정동 334-70
1515,지상5/지하1,"2,644㎡",1983년 11월 11일,2종일주,광주광역시 서구 화정동 100
1516,지상5/지하0,"1,773㎡",1984년 02월 17일,2종일주,광주광역시 서구 화정동 97-23
1517,지상5/지하1,"3,922㎡",1982년 02월 02일,2종일주,광주광역시 서구 화정동 334-6
1518,지상14/지하1,"13,478㎡",1995년 03월 18일,3종일주,광주광역시 서구 화정동 366-19
1519,지상16/지하1,"11,731.3㎡",1992년 08월 14일,3종일주,광주광역시 서구 화정동 903-2
1520,지상0/지하0,"43,966.5㎡",1992년 11월 04일,3종일주,광주광역시 서구 화정동 930-1
